onset_beat,duration_beat,onset_quarter,duration_quarter,onset_div,duration_div,pitch,voice,id,xml_mn,mn,duration_qb,timesig,label,globalkey,localkey,chord,special,numeral,cadence,phraseend,chord_type
9.5,0.5,9.5,0.5,40,2,52,5,n48-1,5,5,,,,,,,,,,,
10.0,2.0,10.0,2.0,42,8,65,1,n49-1,6,6,1.0,2/4,viio,C,I,viio,,vii,,,o
10.5,0.5,10.5,0.5,44,2,50,5,n52-1,6,6,,,,,,,,,,,
10.5,0.5,10.5,0.5,44,2,47,5,n51-1,6,6,,,,,,,,,,,
11.0,0.5,11.0,0.5,46,2,48,5,n54-1,6,6,,,,,,,,,,,
11.0,0.5,11.0,0.5,46,2,45,5,n53-1,6,6,1.0,2/4,V7,C,I,V7,,V,,,Mm7
11.5,0.5,11.5,0.5,48,2,47,5,n56-1,6,6,,,,,,,,,,,
11.5,0.5,11.5,0.5,48,2,43,5,n55-1,6,6,,,,,,,,,,,
12.0,0.5,12.0,0.5,50,2,48,5,n65-1,7,7,1.0,2/4,I,C,I,I,,I,,,M
12.0,0.25,12.0,0.25,50,1,64,1,n57-1,7,7,,,,,,,,,,,
12.25,0.25,12.25,0.25,51,1,67,1,n58-1,7,7,,,,,,,,,,,
12.5,0.5,12.5,0.5,52,2,52,5,n66-1,7,7,,,,,,,,,,,
12.5,0.25,12.5,0.25,52,1,72,1,n59-1,7,7,,,,,,,,,,,
12.75,0.25,12.75,0.25,53,1,67,1,n60-1,7,7,,,,,,,,,,,
13.0,0.25,13.0,0.25,54,1,66,1,n61-1,7,7,,,,,,,,,,,
13.0,0.5,13.0,0.5,54,2,50,5,n67-1,7,7,1.0,2/4,V65,C,I,V65,,V,,,Mm7
13.25,0.25,13.25,0.25,55,1,67,1,n62-1,7,7,,,,,,,,,,,
13.5,0.5,13.5,0.5,56,2,47,5,n68-1,7,7,,,,,,,,,,,
13.5,0.25,13.5,0.25,56,1,65,1,n63-1,7,7,,,,,,,,,,,
13.75,0.25,13.75,0.25,57,1,67,1,n64-1,7,7,,,,,,,,,,,
14.0,0.5,14.0,0.5,58,2,48,5,n77-1,8,8,1.0,2/4,I,C,I,I,,I,,,M
14.0,0.25,14.0,0.25,58,1,64,1,n69-1,8,8,,,,,,,,,,,
14.25,0.25,14.25,0.25,59,1,67,1,n70-1,8,8,,,,,,,,,,,
14.5,0.5,14.5,0.5,60,2,52,5,n78-1,8,8,,,,,,,,,,,
14.5,0.25,14.5,0.25,60,1,72,1,n71-1,8,8,,,,,,,,,,,
14.75,0.25,14.75,0.25,61,1,67,1,n72-1,8,8,,,,,,,,,,,
15.0,0.5,15.0,0.5,62,2,50,5,n79-1,8,8,1.0,2/4,V65,C,I,V65,,V,,,Mm7
15.0,0.25,15.0,0.25,62,1,66,1,n73-1,8,8,,,,,,,,,,,
15.25,0.25,15.25,0.25,63,1,67,1,n74-1,8,8,,,,,,,,,,,
15.5,0.5,15.5,0.5,64,2,47,5,n80-1,8,8,,,,,,,,,,,
15.5,0.25,15.5,0.25,64,1,65,1,n75-1,8,8,,,,,,,,,,,
15.75,0.25,15.75,0.25,65,1,67,1,n76-1,8,8,,,,,,,,,,,
16.0,0.5,16.0,0.5,66,2,48,5,n89-1,9,9,0.5,2/4,I,C,I,I,,I,,,M
16.0,0.25,16.0,0.25,66,1,64,1,n81-1,9,9,,,,,,,,,,,
16.25,0.25,16.25,0.25,67,1,67,1,n82-1,9,9,,,,,,,,,,,
16.5,0.5,16.5,0.5,68,2,52,5,n90-1,9,9,0.5,2/4,I6,C,I,I6,,I,,,M
16.5,0.25,16.5,0.25,68,1,60,1,n83-1,9,9,,,,,,,,,,,
16.75,0.25,16.75,0.25,69,1,64,1,n84-1,9,9,,,,,,,,,,,
17.0,0.5,17.0,0.5,70,2,53,5,n91-1,9,9,0.5,2/4,ii6,C,I,ii6,,ii,,,m
17.0,0.25,17.0,0.25,70,1,62,1,n85-1,9,9,,,,,,,,,,,
17.25,0.25,17.25,0.25,71,1,65,1,n86-1,9,9,,,,,,,,,,,
17.5,0.5,17.5,0.5,72,2,55,5,n92-1,9,9,0.5,2/4,V,C,I,V,,V,,,M
17.5,0.25,17.5,0.25,72,1,59,1,n87-1,9,9,,,,,,,,,,,
17.75,0.25,17.75,0.25,73,1,62,1,n88-1,9,9,,,,,,,,,,,
18.0,0.5,18.0,0.5,74,2,48,5,n96-1,10,10,2.0,2/4,I|PAC},C,I,I,,I,PAC,},M
18.0,1.0,18.0,1.0,74,4,60,1,n93-1,10,10,,,,,,,,,,,
18.5,0.5,18.5,0.5,76,2,43,5,n97-1,10,10,,,,,,,,,,,
19.0,1.0,19.0,1.0,78,4,36,5,n98-1,10,10,,,,,,,,,,,
19.5,0.5,19.5,0.5,80,2,67,1,n95-1,10,10,0.0,2/4,{,C,I,,,,,{,
20.0,1.0,20.0,1.0,82,4,64,5,n108-1,11,11,,,,,,,,,,,
20.0,1.0,20.0,1.0,82,4,60,5,n107-1,11,11,2.0,2/4,I,C,I,I,,I,,,M
20.0,0.25,20.0,0.25,82,1,72,1,n99-1,11,11,,,,,,,,,,,
20.0,1.0,20.0,1.0,82,4,67,5,n109-1,11,11,,,,,,,,,,,
20.25,0.25,20.25,0.25,83,1,67,1,n100-1,11,11,,,,,,,,,,,
20.5,0.25,20.5,0.25,84,1,76,1,n101-1,11,11,,,,,,,,,,,
20.75,0.25,20.75,0.25,85,1,72,1,n102-1,11,11,,,,,,,,,,,
21.0,0.25,21.0,0.25,86,1,79,1,n103-1,11,11,,,,,,,,,,,
21.25,0.25,21.25,0.25,87,1,78,1,n104-1,11,11,,,,,,,,,,,
21.5,0.25,21.5,0.25,88,1,79,1,n105-1,11,11,,,,,,,,,,,
21.75,0.25,21.75,0.25,89,1,76,1,n106-1,11,11,,,,,,,,,,,
22.0,1.0,22.0,1.0,90,4,59,5,n119-1,12,12,4.0,2/4,V6,C,I,V6,,V,,,M
22.0,1.0,22.0,1.0,90,4,62,5,n120-1,12,12,,,,,,,,,,,
22.0,1.0,22.0,1.0,90,4,67,5,n121-1,12,12,,,,,,,,,,,
22.0,0.25,22.0,0.25,90,1,76,1,n111-1,12,12,,,,,,,,,,,
22.25,0.25,22.25,0.25,91,1,74,1,n112-1,12,12,,,,,,,,,,,
22.5,0.25,22.5,0.25,92,1,73,1,n113-1,12,12,,,,,,,,,,,
22.75,0.25,22.75,0.25,93,1,74,1,n114-1,12,12,,,,,,,,,,,
23.0,0.25,23.0,0.25,94,1,73,1,n115-1,12,12,,,,,,,,,,,
23.25,0.25,23.25,0.25,95,1,74,1,n116-1,12,12,,,,,,,,,,,
23.5,0.25,23.5,0.25,96,1,73,1,n117-1,12,12,,,,,,,,,,,
23.75,0.25,23.75,0.25,97,1,74,1,n118-1,12,12,,,,,,,,,,,
24.0,1.0,24.0,1.0,98,4,59,5,n131-1,13,13,,,,,,,,,,,
24.0,1.0,24.0,1.0,98,4,62,5,n132-1,13,13,,,,,,,,,,,
24.0,1.0,24.0,1.0,98,4,67,5,n133-1,13,13,,,,,,,,,,,
24.0,0.25,24.0,0.25,98,1,79,1,n123-1,13,13,,,,,,,,,,,
24.25,0.25,24.25,0.25,99,1,81,1,n124-1,13,13,,,,,,,,,,,
24.5,0.25,24.5,0.25,100,1,83,1,n125-1,13,13,,,,,,,,,,,
24.75,0.25,24.75,0.25,101,1,78,1,n126-1,13,13,,,,,,,,,,,
25.0,0.25,25.0,0.25,102,1,79,1,n127-1,13,13,,,,,,,,,,,
25.25,0.25,25.25,0.25,103,1,74,1,n128-1,13,13,,,,,,,,,,,
25.5,0.25,25.5,0.25,104,1,76,1,n129-1,13,13,,,,,,,,,,,
25.75,0.25,25.75,0.25,105,1,71,1,n130-1,13,13,,,,,,,,,,,
26.0,1.0,26.0,1.0,106,4,60,5,n144-1,14,14,,,,,,,,,,,
26.0,1.0,26.0,1.0,106,4,66,5,n145-1,14,14,,,,,,,,,,,
26.0,0.25,26.0,0.25,106,1,74,1,n135-1,14,14,,,,,,,,,,,
26.0,1.0,26.0,1.0,106,4,57,5,n143-1,14,14,2.0,2/4,V.V43,C,V,V43,,V,,,Mm7
26.25,0.25,26.25,0.25,107,1,72,1,n136-1,14,14,,,,,,,,,,,
26.5,0.25,26.5,0.25,108,1,71,1,n137-1,14,14,,,,,,,,,,,
26.75,0.25,26.75,0.25,109,1,72,1,n138-1,14,14,,,,,,,,,,,
27.0,0.25,27.0,0.25,110,1,71,1,n139-1,14,14,,,,,,,,,,,
27.25,0.25,27.25,0.25,111,1,72,1,n140-1,14,14,,,,,,,,,,,
27.5,0.25,27.5,0.25,112,1,71,1,n141-1,14,14,,,,,,,,,,,
27.75,0.25,27.75,0.25,113,1,72,1,n142-1,14,14,,,,,,,,,,,
28.0,0.25,28.0,0.25,114,1,81,1,n147-1,15,15,,,,,,,,,,,
28.0,2.0,28.0,2.0,114,8,66,5,n156-1,15,15,,,,,,,,,,,
28.0,2.0,28.0,2.0,114,8,62,5,n155-1,15,15,2.0,2/4,V7,C,V,V7,,V,,,Mm7
28.25,0.25,28.25,0.25,115,1,83,1,n148-1,15,15,,,,,,,,,,,
28.5,0.25,28.5,0.25,116,1,84,1,n149-1,15,15,,,,,,,,,,,
28.75,0.25,28.75,0.25,117,1,81,1,n150-1,15,15,,,,,,,,,,,
29.0,0.25,29.0,0.25,118,1,78,1,n151-1,15,15,,,,,,,,,,,
29.25,0.25,29.25,0.25,119,1,76,1,n152-1,15,15,,,,,,,,,,,
29.5,0.25,29.5,0.25,120,1,74,1,n153-1,15,15,,,,,,,,,,,
29.75,0.25,29.75,0.25,121,1,72,1,n154-1,15,15,,,,,,,,,,,
30.0,1.0,30.0,1.0,122,4,67,5,n166-1,16,16,,,,,,,,,,,
30.0,1.0,30.0,1.0,122,4,64,5,n165-1,16,16,1.0,2/4,vi,C,V,vi,,vi,,,m
30.0,0.25,30.0,0.25,122,1,72,1,n157-1,16,16,,,,,,,,,,,
30.25,0.25,30.25,0.25,123,1,71,1,n158-1,16,16,,,,,,,,,,,
30.5,0.25,30.5,0.25,124,1,70,1,n159-1,16,16,,,,,,,,,,,
30.75,0.25,30.75,0.25,125,1,71,1,n160-1,16,16,,,,,,,,,,,
31.0,0.25,31.0,0.25,126,1,72,1,n161-1,16,16,,,,,,,,,,,
31.0,1.0,31.0,1.0,126,4,66,5,n168-1,16,16,,,,,,,,,,,
31.0,1.0,31.0,1.0,126,4,62,5,n167-1,16,16,1.0,2/4,iii6,C,V,iii6,,iii,,,m
31.25,0.25,31.25,0.25,127,1,71,1,n162-1,16,16,,,,,,,,,,,
31.5,0.25,31.5,0.25,128,1,70,1,n163-1,16,16,,,,,,,,,,,
31.75,0.25,31.75,0.25,129,1,71,1,n164-1,16,16,,,,,,,,,,,
32.0,0.25,32.0,0.25,130,1,69,1,n169-1,17,17,,,,,,,,,,,
32.0,1.5,32.0,1.5,130,6,64,5,n178-1,17,17,,,,,,,,,,,
32.0,1.5,32.0,1.5,130,6,60,5,n177-1,17,17,1.5,2/4,ii6,C,V,ii6,,ii,,,m
32.25,0.25,32.25,0.25,131,1,72,1,n170-1,17,17,,,,,,,,,,,
32.5,0.25,32.5,0.25,132,1,76,1,n171-1,17,17,,,,,,,,,,,
32.75,0.25,32.75,0.25,133,1,74,1,n172-1,17,17,,,,,,,,,,,
33.0,0.25,33.0,0.25,134,1,72,1,n173-1,17,17,,,,,,,,,,,
33.25,0.25,33.25,0.25,135,1,71,1,n174-1,17,17,,,,,,,,,,,
33.5,0.5,33.5,0.5,136,2,61,5,n179-1,17,17,0.5,2/4,V65/V,C,V,V65/V,,V,,,Mm7
33.5,0.5,33.5,0.5,136,2,64,5,n180-1,17,17,,,,,,,,,,,
33.5,0.25,33.5,0.25,136,1,69,1,n175-1,17,17,,,,,,,,,,,
33.75,0.25,33.75,0.25,137,1,67,1,n176-1,17,17,,,,,,,,,,,
34.0,0.25,34.0,0.25,138,1,62,5,n185-1,18,18,1.0,2/4,V|HC},C,V,V,,V,HC,},M
34.0,0.5,34.0,0.5,138,2,66,1,n181-1,18,18,,,,,,,,,,,
34.25,0.25,34.25,0.25,139,1,74,5,n186-1,18,18,,,,,,,,,,,
34.5,0.25,34.5,0.25,140,1,73,5,n187-1,18,18,,,,,,,,,,,
34.75,0.25,34.75,0.25,141,1,74,5,n188-1,18,18,,,,,,,,,,,
35.0,0.25,35.0,0.25,142,1,72,5,n189-1,18,18,0.5,2/4,V2{,C,V,V2,,V,,{,Mm7
35.0,0.5,35.0,0.5,142,2,78,1,n183-1,18,18,,,,,,,,,,,
35.25,0.25,35.25,0.25,143,1,74,5,n190-1,18,18,,,,,,,,,,,
35.5,0.25,35.5,0.25,144,1,71,5,n191-1,18,18,0.5,2/4,I6,C,V,I6,,I,,,M
35.5,0.5,35.5,0.5,144,2,79,1,n184-1,18,18,,,,,,,,,,,
35.75,0.25,35.75,0.25,145,1,74,5,n192-1,18,18,,,,,,,,,,,
36.0,0.5,36.0,0.5,146,2,81,1,n193-1,19,19,,,,,,,,,,,
36.0,0.25,36.0,0.25,146,1,69,5,n199-1,19,19,0.5,2/4,V64,C,V,V64,,V,,,M
36.25,0.25,36.25,0.25,147,1,74,5,n200-1,19,19,,,,,,,,,,,
36.5,0.5,36.5,0.5,148,2,83,1,n194-1,19,19,,,,,,,,,,,
36.5,0.25,36.5,0.25,148,1,67,5,n201-1,19,19,0.5,2/4,I,C,V,I,,I,,,M
36.75,0.25,36.75,0.25,149,1,74,5,n202-1,19,19,,,,,,,,,,,
37.0,0.25,37.0,0.25,150,1,66,5,n203-1,19,19,0.5,2/4,V65,C,V,V65,,V,,,Mm7
37.0,0.5,37.0,0.5,150,2,84,1,n196-1,19,19,,,,,,,,,,,
37.0,0.5,37.0,0.5,150,2,81,1,n195-1,19,19,,,,,,,,,,,
37.25,0.25,37.25,0.25,151,1,74,5,n204-1,19,19,,,,,,,,,,,
37.5,0.5,37.5,0.5,152,2,79,1,n197-1,19,19,,,,,,,,,,,
37.5,0.25,37.5,0.25,152,1,67,5,n205-1,19,19,0.5,2/4,I,C,V,I,,I,,,M
37.5,0.5,37.5,0.5,152,2,83,1,n198-1,19,19,,,,,,,,,,,
37.75,0.25,37.75,0.25,153,1,74,5,n206-1,19,19,,,,,,,,,,,
38.0,0.25,38.0,0.25,154,1,62,5,n211-1,20,20,1.0,2/4,V|HC},C,V,V,,V,HC,},M
38.0,1.0,38.0,1.0,154,4,78,1,n207-1,20,20,,,,,,,,,,,
38.0,1.0,38.0,1.0,154,4,81,1,n208-1,20,20,,,,,,,,,,,
38.25,0.25,38.25,0.25,155,1,62,5,n212-1,20,20,,,,,,,,,,,
38.5,0.25,38.5,0.25,156,1,61,5,n213-1,20,20,,,,,,,,,,,
38.75,0.25,38.75,0.25,157,1,62,5,n214-1,20,20,,,,,,,,,,,
39.0,0.5,39.0,0.5,158,2,66,1,n209-1,20,20,,,,,,,,,,,
39.0,0.25,39.0,0.25,158,1,60,5,n215-1,20,20,0.5,2/4,V2{,C,V,V2,,V,,{,Mm7
39.25,0.25,39.25,0.25,159,1,62,5,n216-1,20,20,,,,,,,,,,,
39.5,0.5,39.5,0.5,160,2,67,1,n210-1,20,20,,,,,,,,,,,
39.5,0.25,39.5,0.25,160,1,59,5,n217-1,20,20,0.5,2/4,I6,C,V,I6,,I,,,M
39.75,0.25,39.75,0.25,161,1,62,5,n218-1,20,20,,,,,,,,,,,
40.0,0.5,40.0,0.5,162,2,69,1,n219-1,21,21,,,,,,,,,,,
40.0,0.25,40.0,0.25,162,1,57,5,n225-1,21,21,0.5,2/4,V64,C,V,V64,,V,,,M
40.25,0.25,40.25,0.25,163,1,62,5,n226-1,21,21,,,,,,,,,,,
40.5,0.25,40.5,0.25,164,1,55,5,n227-1,21,21,0.5,2/4,I,C,V,I,,I,,,M
40.5,0.5,40.5,0.5,164,2,71,1,n220-1,21,21,,,,,,,,,,,
40.75,0.25,40.75,0.25,165,1,62,5,n228-1,21,21,,,,,,,,,,,
41.0,0.25,41.0,0.25,166,1,54,5,n229-1,21,21,0.5,2/4,V65,C,V,V65,,V,,,Mm7
41.0,0.5,41.0,0.5,166,2,72,1,n222-1,21,21,,,,,,,,,,,
41.0,0.5,41.0,0.5,166,2,69,1,n221-1,21,21,,,,,,,,,,,
41.25,0.25,41.25,0.25,167,1,62,5,n230-1,21,21,,,,,,,,,,,
41.5,0.5,41.5,0.5,168,2,67,1,n223-1,21,21,,,,,,,,,,,
41.5,0.5,41.5,0.5,168,2,71,1,n224-1,21,21,,,,,,,,,,,
41.5,0.25,41.5,0.25,168,1,55,5,n231-1,21,21,0.5,2/4,I,C,V,I,,I,,,M
41.75,0.25,41.75,0.25,169,1,62,5,n232-1,21,21,,,,,,,,,,,
42.0,1.0,42.0,1.0,170,4,66,1,n233-1,22,22,,,,,,,,,,,
42.0,1.0,42.0,1.0,170,4,50,5,n237-1,22,22,4.0,2/4,V|HC},C,V,V,,V,HC,},M
42.0,1.0,42.0,1.0,170,4,69,1,n234-1,22,22,,,,,,,,,,,
43.5,0.5,43.5,0.5,176,2,74,1,n236-1,22,22,0.0,2/4,{,C,V,,,,,{,
44.0,0.5,44.0,0.5,178,2,74,1,n239-1,23,23,,,,,,,,,,,
44.5,0.5,44.5,0.5,180,2,74,1,n240-1,23,23,,,,,,,,,,,
45.0,0.5,45.0,0.5,182,2,74,1,n241-1,23,23,,,,,,,,,,,
45.5,0.5,45.5,0.5,184,2,74,1,n242-1,23,23,,,,,,,,,,,
46.0,1.5,46.0,1.5,186,6,79,1,n244-1,24,24,1.0,2/4,vi,C,V,vi,,vi,,,m
46.5,0.5,46.5,0.5,188,2,71,5,n247-1,24,24,,,,,,,,,,,
46.5,1.0,46.5,1.0,188,4,64,6,n250-1,24,24,,,,,,,,,,,
47.0,0.5,47.0,0.5,190,2,73,5,n248-1,24,24,0.5,2/4,viio6/V,C,V,viio6/V,,vii,,,o
47.5,0.5,47.5,0.5,192,2,74,5,n249-1,24,24,,,,,,,,,,,
47.5,0.5,47.5,0.5,192,2,78,1,n245-1,24,24,,,,,,,,,,,
47.5,0.5,47.5,0.5,192,2,62,6,n251-1,24,24,0.5,2/4,V,C,V,V,,V,,,M
48.0,0.5,48.0,0.5,194,2,71,1,n252-1,25,25,2.0,2/4,iii6,C,V,iii6,,iii,,,m
48.5,0.5,48.5,0.5,196,2,71,1,n253-1,25,25,,,,,,,,,,,
49.0,0.5,49.0,0.5,198,2,71,1,n254-1,25,25,,,,,,,,,,,
49.5,0.5,49.5,0.5,200,2,71,1,n255-1,25,25,,,,,,,,,,,
50.0,1.5,50.0,1.5,202,6,76,1,n257-1,26,26,1.0,2/4,IV,C,V,IV,,IV,,,M
50.5,1.0,50.5,1.0,204,4,60,6,n263-1,26,26,,,,,,,,,,,
50.5,0.5,50.5,0.5,204,2,67,5,n260-1,26,26,,,,,,,,,,,
51.0,0.5,51.0,0.5,206,2,69,5,n261-1,26,26,0.5,2/4,ii6,C,V,ii6,,ii,,,m
51.5,0.5,51.5,0.5,208,2,59,6,n264-1,26,26,2.5,2/4,I6,C,V,I6,,I,,,M
51.5,0.5,51.5,0.5,208,2,71,5,n262-1,26,26,,,,,,,,,,,
51.5,0.5,51.5,0.5,208,2,74,1,n258-1,26,26,,,,,,,,,,,
52.0,0.5,52.0,0.5,210,2,67,1,n265-1,27,27,,,,,,,,,,,
52.5,0.5,52.5,0.5,212,2,67,1,n266-1,27,27,,,,,,,,,,,
53.0,0.5,53.0,0.5,214,2,67,1,n267-1,27,27,,,,,,,,,,,
53.5,0.5,53.5,0.5,216,2,67,1,n268-1,27,27,,,,,,,,,,,
54.0,1.0,54.0,1.0,218,4,72,1,n270-1,28,28,1.0,2/4,ii,C,V,ii,,ii,,,m
54.5,1.0,54.5,1.0,220,4,57,6,n277-1,28,28,,,,,,,,,,,
54.5,0.5,54.5,0.5,220,2,64,5,n274-1,28,28,,,,,,,,,,,
55.0,0.5,55.0,0.5,222,2,66,5,n275-1,28,28,0.5,2/4,viio6,C,V,viio6,,vii,,,o
55.5,0.5,55.5,0.5,224,2,55,6,n278-1,28,28,0.5,2/4,I,C,V,I,,I,,,M
55.5,0.5,55.5,0.5,224,2,67,5,n276-1,28,28,,,,,,,,,,,
55.5,0.5,55.5,0.5,224,2,71,1,n272-1,28,28,,,,,,,,,,,
56.0,1.0,56.0,1.0,226,4,76,1,n279-1,29,29,1.0,2/4,IV,C,V,IV,,IV,,,M
56.5,0.5,56.5,0.5,228,2,60,6,n284-1,29,29,,,,,,,,,,,
57.0,1.0,57.0,1.0,230,4,61,6,n285-1,29,29,1.0,2/4,viio/V,C,V,viio/V,,vii,,,o
57.5,0.5,57.5,0.5,232,2,67,1,n281-1,29,29,,,,,,,,,,,
58.0,0.5,58.0,0.5,234,2,62,5,n290-1,30,30,1.5,2/4,V|HC},C,V,V,,V,HC,},M
58.0,1.0,58.0,1.0,234,4,66,1,n286-1,30,30,,,,,,,,,,,
58.5,0.5,58.5,0.5,236,2,73,5,n291-1,30,30,,,,,,,,,,,
59.0,1.0,59.0,1.0,238,4,74,5,n292-1,30,30,,,,,,,,,,,
59.5,0.5,59.5,0.5,240,2,70,1,n289-1,30,30,,,,,,,,,,,
59.5,0.5,59.5,0.5,240,2,67,1,n288-1,30,30,0.5,2/4,i,C,V,i,,i,,,m
60.0,1.0,60.0,1.0,242,4,69,1,n294-1,31,31,,,,,,,,,,,
60.0,1.0,60.0,1.0,242,4,66,1,n293-1,31,31,1.5,2/4,V,C,V,V,,V,,,M
60.5,0.5,60.5,0.5,244,2,61,5,n299-1,31,31,,,,,,,,,,,
61.0,1.0,61.0,1.0,246,4,62,5,n300-1,31,31,,,,,,,,,,,
61.5,0.5,61.5,0.5,248,2,58,1,n297-1,31,31,,,,,,,,,,,
61.5,0.5,61.5,0.5,248,2,55,1,n296-1,31,31,0.5,2/4,i,C,V,i,,i,,,m
62.0,0.5,62.0,0.5,250,2,54,1,n301-1,32,32,2.0,2/4,V,C,V,V,,V,,,M
62.0,0.5,62.0,0.5,250,2,57,1,n302-1,32,32,,,,,,,,,,,
62.5,0.5,62.5,0.5,252,2,39,5,n306-1,32,32,0.0,2/4,{,C,V,,,,,{,
62.5,0.5,62.5,0.5,252,2,51,5,n307-1,32,32,,,,,,,,,,,
63.0,0.5,63.0,0.5,254,2,52,5,n309-1,32,32,,,,,,,,,,,
63.0,0.5,63.0,0.5,254,2,40,5,n308-1,32,32,,,,,,,,,,,
63.5,0.5,63.5,0.5,256,2,54,5,n311-1,32,32,,,,,,,,,,,
63.5,0.5,63.5,0.5,256,2,42,5,n310-1,32,32,,,,,,,,,,,
64.0,0.5,64.0,0.5,258,2,55,5,n314-1,33,33,,,,,,,,,,,
64.0,0.5,64.0,0.5,258,2,43,5,n313-1,33,33,0.5,2/4,I,C,V,I,,I,,,M
64.5,0.5,64.5,0.5,260,2,47,5,n316-1,33,33,,,,,,,,,,,
64.5,0.5,64.5,0.5,260,2,35,5,n315-1,33,33,0.5,2/4,I6,C,V,I6,,I,,,M
65.0,0.5,65.0,0.5,262,2,36,5,n317-1,33,33,0.5,2/4,IV,C,V,IV,,IV,,,M
65.0,0.5,65.0,0.5,262,2,48,5,n318-1,33,33,,,,,,,,,,,
65.5,0.5,65.5,0.5,264,2,38,5,n319-1,33,33,0.5,2/4,V,C,V,V,,V,,,M
65.5,0.5,65.5,0.5,264,2,50,5,n320-1,33,33,,,,,,,,,,,
